course_id,branch,track,course_title,difficulty_level,provider,format,description,skills_taught,tools_covered,prerequisite_course_title,estimated_hours,rating,num_reviews,career_paths,industry_sectors
C010699,Computer Engineering / IT,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Advanced — Industry Practicum,Advanced,NPTEL,Instructor-led Live,"Offensive Security & Pen Testing taught as industry case studies and production workflows taught by practitioners, live cohort. Aimed at Computer Engineering / IT students and career changers. Core skills: Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing optimisation, performance tuning, industry case studies. Tools: linux, wireshark, python, burp suite. Prepares you for work as Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing optimisation; performance tuning; industry case studies; production workflows; tooling,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Applied,46,4.3,665,Cybersecurity Engineer,cybersecurity; technology
C010700,Computer Engineering / IT,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Capstone,Capstone,NPTEL,Video Course,"This course is a portfolio capstone built around Offensive Security & Pen Testing for Computer Engineering / IT learners -- structured lectures with graded assignments and readings. You practise Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing system design, end-to-end project using linux, wireshark, python, burp suite. Typical next roles: Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing system design; end-to-end project,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Advanced,39,4.8,3081,Cybersecurity Engineer,cybersecurity; technology
C010701,Computer Engineering / IT,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Capstone — Crash Course,Capstone,Udemy,Video Course,"A Computer Engineering / IT-focused path through Offensive Security & Pen Testing. A condensed, fast-paced overview of only the essentials, doable in a weekend. Covers Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing system design, end-to-end project, essentials only; hands-on with linux, wireshark, python, burp suite. Graduates move into roles like Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing system design; end-to-end project; essentials only; weekend intensive,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Advanced,24,4.0,1338,Cybersecurity Engineer,cybersecurity; technology
C010702,Computer Engineering / IT,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Capstone — Project Track,Capstone,edX,Project-Based,"Learn Offensive Security & Pen Testing the applied way -- one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Skills built: Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing system design, end-to-end project, portfolio project. Toolchain: linux, wireshark, python, burp suite. Relevant careers: Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing system design; end-to-end project; portfolio project; real-world scenario,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Advanced,50,4.2,2809,Cybersecurity Engineer,cybersecurity; technology
C010703,Computer Engineering / IT,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Capstone — Hands-On Lab,Capstone,Coursera,Interactive Lab,"A Computer Engineering / IT-focused path through Offensive Security & Pen Testing. A lab-first course: you build and break things every module, guided walkthroughs, no long lectures. Covers Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing system design, end-to-end project, lab exercises; hands-on with linux, wireshark, python, burp suite. Graduates move into roles like Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing system design; end-to-end project; lab exercises; debugging practice,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Advanced,51,4.8,1102,Cybersecurity Engineer,cybersecurity; technology
C010704,Computer Engineering / IT,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Capstone — Crash Course,Capstone,Pluralsight,Video Course,"Learn Offensive Security & Pen Testing the applied way -- a condensed, fast-paced overview of only the essentials, doable in a weekend. Skills built: Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing system design, end-to-end project, essentials only. Toolchain: linux, wireshark, python, burp suite. Relevant careers: Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing system design; end-to-end project; essentials only; weekend intensive,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Advanced,26,4.1,2421,Cybersecurity Engineer,cybersecurity; technology
C010705,Computer Engineering / IT,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Capstone — Project Track,Capstone,Pluralsight,Project-Based,"A Computer Engineering / IT-focused path through Offensive Security & Pen Testing. One large end-to-end project delivered in stages, code review, a shippable portfolio outcome. Covers Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing system design, end-to-end project, portfolio project; hands-on with linux, wireshark, python, burp suite. Graduates move into roles like Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing system design; end-to-end project; portfolio project; real-world scenario,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Advanced,81,4.6,3897,Cybersecurity Engineer,cybersecurity; technology
C010706,Computer Engineering / IT,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Capstone,Capstone,edX,Video Course,"Offensive Security & Pen Testing taught as structured lectures with graded assignments and readings. Aimed at Computer Engineering / IT students and career changers. Core skills: Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing system design, end-to-end project. Tools: linux, wireshark, python, burp suite. Prepares you for work as Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing system design; end-to-end project,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Advanced,52,4.0,2750,Cybersecurity Engineer,cybersecurity; technology
C010707,Computer Engineering / IT,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Capstone — Deep Theory,Capstone,LinkedIn Learning,Self-paced Reading,"Offensive Security & Pen Testing taught as a rigorous first-principles course with proofs, derivations and links to current research. Aimed at Computer Engineering / IT students and career changers. Core skills: Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing system design, end-to-end project, first principles. Tools: linux, wireshark, python, burp suite. Prepares you for work as Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing system design; end-to-end project; first principles; derivations; research context,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Advanced,61,4.0,1011,Cybersecurity Engineer,cybersecurity; technology
C010708,Computer Engineering / IT,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Capstone,Capstone,Udemy,Video Course,"A Computer Engineering / IT-focused path through Offensive Security & Pen Testing. Structured lectures with graded assignments and readings. Covers Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing system design, end-to-end project; hands-on with linux, wireshark, python, burp suite. Graduates move into roles like Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing system design; end-to-end project,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Advanced,36,4.5,1361,Cybersecurity Engineer,cybersecurity; technology
C010709,Computer Engineering / IT,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Capstone — Crash Course,Capstone,LinkedIn Learning,Video Course,"This course is a portfolio capstone built around Offensive Security & Pen Testing for Computer Engineering / IT learners -- a condensed, fast-paced overview of only the essentials, doable in a weekend. You practise Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing system design, end-to-end project, essentials only using linux, wireshark, python, burp suite. Typical next roles: Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing system design; end-to-end project; essentials only; weekend intensive,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Advanced,28,4.5,2682,Cybersecurity Engineer,cybersecurity; technology
C010710,Computer Engineering / IT,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Capstone — Interview & Exam Prep,Capstone,Udemy,Interactive Lab,"A Computer Engineering / IT-focused path through Offensive Security & Pen Testing. Problem sets, mock interviews and certification objectives with timed practice tests. Covers Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing system design, end-to-end project, interview preparation; hands-on with linux, wireshark, python, burp suite. Graduates move into roles like Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing system design; end-to-end project; interview preparation; certification objectives; timed practice,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Advanced,46,4.7,1809,Cybersecurity Engineer,cybersecurity; technology
C010711,Computer Engineering / IT,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Capstone,Capstone,LinkedIn Learning,Video Course,"Offensive Security & Pen Testing taught as structured lectures with graded assignments and readings. Aimed at Computer Engineering / IT students and career changers. Core skills: Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing system design, end-to-end project. Tools: linux, wireshark, python, burp suite. Prepares you for work as Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing system design; end-to-end project,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Advanced,47,4.1,1511,Cybersecurity Engineer,cybersecurity; technology
C010712,Computer Engineering / IT,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Capstone — Hands-On Lab,Capstone,DataCamp,Interactive Lab,"Offensive Security & Pen Testing taught as a lab-first course: you build and break things every module, guided walkthroughs, no long lectures. Aimed at Computer Engineering / IT students and career changers. Core skills: Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing system design, end-to-end project, lab exercises. Tools: linux, wireshark, python, burp suite. Prepares you for work as Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing system design; end-to-end project; lab exercises; debugging practice,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Advanced,63,4.3,2052,Cybersecurity Engineer,cybersecurity; technology
C010713,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Foundations,Beginner,edX,Video Course,"Offensive Security & Pen Testing taught as structured lectures with graded assignments and readings. Aimed at Electronics & Communication Engineering students and career changers. Core skills: Networking & Network Security, Offensive Security & Pen Testing. Tools: linux, wireshark, python, burp suite. Prepares you for work as Cybersecurity Engineer.",Networking & Network Security; Offensive Security & Pen Testing,linux; wireshark; python; burp suite; nmap; metasploit,Networking & Network Security: Foundations,15,4.5,871,Cybersecurity Engineer,cybersecurity; technology
C010714,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Foundations — Hands-On Lab,Beginner,LinkedIn Learning,Interactive Lab,"Offensive Security & Pen Testing taught as a lab-first course: you build and break things every module, guided walkthroughs, no long lectures. Aimed at Electronics & Communication Engineering students and career changers. Core skills: Networking & Network Security, Offensive Security & Pen Testing, lab exercises, debugging practice. Tools: linux, wireshark, python, burp suite. Prepares you for work as Cybersecurity Engineer.",Networking & Network Security; Offensive Security & Pen Testing; lab exercises; debugging practice,linux; wireshark; python; burp suite; nmap; metasploit,Networking & Network Security: Foundations,15,4.6,2542,Cybersecurity Engineer,cybersecurity; technology
C010715,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Foundations — Hands-On Lab,Beginner,NPTEL,Interactive Lab,"A Electronics & Communication Engineering-focused path through Offensive Security & Pen Testing. A lab-first course: you build and break things every module, guided walkthroughs, no long lectures. Covers Networking & Network Security, Offensive Security & Pen Testing, lab exercises, debugging practice; hands-on with linux, wireshark, python, burp suite. Graduates move into roles like Cybersecurity Engineer.",Networking & Network Security; Offensive Security & Pen Testing; lab exercises; debugging practice,linux; wireshark; python; burp suite; nmap; metasploit,Networking & Network Security: Foundations,18,4.9,3258,Cybersecurity Engineer,cybersecurity; technology
C010716,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Foundations — Deep Theory,Beginner,edX,Self-paced Reading,"A Electronics & Communication Engineering-focused path through Offensive Security & Pen Testing. A rigorous first-principles course with proofs, derivations and links to current research. Covers Networking & Network Security, Offensive Security & Pen Testing, first principles, derivations, research context; hands-on with linux, wireshark, python, burp suite. Graduates move into roles like Cybersecurity Engineer.",Networking & Network Security; Offensive Security & Pen Testing; first principles; derivations; research context,linux; wireshark; python; burp suite; nmap; metasploit,Networking & Network Security: Foundations,18,3.7,197,Cybersecurity Engineer,cybersecurity; technology
C010717,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Foundations — Deep Theory,Beginner,Pluralsight,Self-paced Reading,"Learn Offensive Security & Pen Testing the applied way -- a rigorous first-principles course with proofs, derivations and links to current research. Skills built: Networking & Network Security, Offensive Security & Pen Testing, first principles, derivations, research context. Toolchain: linux, wireshark, python, burp suite. Relevant careers: Cybersecurity Engineer.",Networking & Network Security; Offensive Security & Pen Testing; first principles; derivations; research context,linux; wireshark; python; burp suite; nmap; metasploit,Networking & Network Security: Foundations,14,4.0,2361,Cybersecurity Engineer,cybersecurity; technology
C010718,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Foundations — Industry Practicum,Beginner,MITx,Instructor-led Live,"This course is a foundational introduction to Offensive Security & Pen Testing for Electronics & Communication Engineering learners -- industry case studies and production workflows taught by practitioners, live cohort. You practise Networking & Network Security, Offensive Security & Pen Testing, industry case studies, production workflows, tooling using linux, wireshark, python, burp suite. Typical next roles: Cybersecurity Engineer.",Networking & Network Security; Offensive Security & Pen Testing; industry case studies; production workflows; tooling,linux; wireshark; python; burp suite; nmap; metasploit,Networking & Network Security: Foundations,17,4.2,1022,Cybersecurity Engineer,cybersecurity; technology
C010719,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Foundations — Project Track,Beginner,Udemy,Project-Based,"This course is a foundational introduction to Offensive Security & Pen Testing for Electronics & Communication Engineering learners -- one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. You practise Networking & Network Security, Offensive Security & Pen Testing, portfolio project, real-world scenario using linux, wireshark, python, burp suite. Typical next roles: Cybersecurity Engineer.",Networking & Network Security; Offensive Security & Pen Testing; portfolio project; real-world scenario,linux; wireshark; python; burp suite; nmap; metasploit,Networking & Network Security: Foundations,18,4.3,754,Cybersecurity Engineer,cybersecurity; technology
C010720,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Foundations,Beginner,MITx,Video Course,"Offensive Security & Pen Testing taught as structured lectures with graded assignments and readings. Aimed at Electronics & Communication Engineering students and career changers. Core skills: Networking & Network Security, Offensive Security & Pen Testing. Tools: linux, wireshark, python, burp suite. Prepares you for work as Cybersecurity Engineer.",Networking & Network Security; Offensive Security & Pen Testing,linux; wireshark; python; burp suite; nmap; metasploit,Networking & Network Security: Foundations,12,4.9,1517,Cybersecurity Engineer,cybersecurity; technology
C010721,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Foundations — Hands-On Lab,Beginner,MITx,Interactive Lab,"This course is a foundational introduction to Offensive Security & Pen Testing for Electronics & Communication Engineering learners -- a lab-first course: you build and break things every module, guided walkthroughs, no long lectures. You practise Networking & Network Security, Offensive Security & Pen Testing, lab exercises, debugging practice using linux, wireshark, python, burp suite. Typical next roles: Cybersecurity Engineer.",Networking & Network Security; Offensive Security & Pen Testing; lab exercises; debugging practice,linux; wireshark; python; burp suite; nmap; metasploit,Networking & Network Security: Foundations,12,4.6,3502,Cybersecurity Engineer,cybersecurity; technology
C010722,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Foundations — Interview & Exam Prep,Beginner,Udacity,Interactive Lab,"A Electronics & Communication Engineering-focused path through Offensive Security & Pen Testing. Problem sets, mock interviews and certification objectives with timed practice tests. Covers Networking & Network Security, Offensive Security & Pen Testing, interview preparation, certification objectives, timed practice; hands-on with linux, wireshark, python, burp suite. Graduates move into roles like Cybersecurity Engineer.",Networking & Network Security; Offensive Security & Pen Testing; interview preparation; certification objectives; timed practice,linux; wireshark; python; burp suite; nmap; metasploit,Networking & Network Security: Foundations,8,4.8,1675,Cybersecurity Engineer,cybersecurity; technology
C010723,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Foundations — Interview & Exam Prep,Beginner,MITx,Interactive Lab,"Learn Offensive Security & Pen Testing the applied way -- problem sets, mock interviews and certification objectives with timed practice tests. Skills built: Networking & Network Security, Offensive Security & Pen Testing, interview preparation, certification objectives, timed practice. Toolchain: linux, wireshark, python, burp suite. Relevant careers: Cybersecurity Engineer.",Networking & Network Security; Offensive Security & Pen Testing; interview preparation; certification objectives; timed practice,linux; wireshark; python; burp suite; nmap; metasploit,Networking & Network Security: Foundations,10,3.7,993,Cybersecurity Engineer,cybersecurity; technology
C010724,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Foundations — Hands-On Lab,Beginner,Great Learning,Interactive Lab,"Learn Offensive Security & Pen Testing the applied way -- a lab-first course: you build and break things every module, guided walkthroughs, no long lectures. Skills built: Networking & Network Security, Offensive Security & Pen Testing, lab exercises, debugging practice. Toolchain: linux, wireshark, python, burp suite. Relevant careers: Cybersecurity Engineer.",Networking & Network Security; Offensive Security & Pen Testing; lab exercises; debugging practice,linux; wireshark; python; burp suite; nmap; metasploit,Networking & Network Security: Foundations,16,4.2,2155,Cybersecurity Engineer,cybersecurity; technology
C010725,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Foundations — Industry Practicum,Beginner,Great Learning,Instructor-led Live,"A Electronics & Communication Engineering-focused path through Offensive Security & Pen Testing. Industry case studies and production workflows taught by practitioners, live cohort. Covers Networking & Network Security, Offensive Security & Pen Testing, industry case studies, production workflows, tooling; hands-on with linux, wireshark, python, burp suite. Graduates move into roles like Cybersecurity Engineer.",Networking & Network Security; Offensive Security & Pen Testing; industry case studies; production workflows; tooling,linux; wireshark; python; burp suite; nmap; metasploit,Networking & Network Security: Foundations,16,4.6,1830,Cybersecurity Engineer,cybersecurity; technology
C010726,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Applied,Intermediate,DataCamp,Video Course,"Offensive Security & Pen Testing taught as structured lectures with graded assignments and readings. Aimed at Electronics & Communication Engineering students and career changers. Core skills: Offensive Security & Pen Testing, Networking & Network Security. Tools: linux, wireshark, python, burp suite. Prepares you for work as Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Foundations,25,3.9,1354,Cybersecurity Engineer,cybersecurity; technology
C010727,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Applied — Industry Practicum,Intermediate,Pluralsight,Instructor-led Live,"This course is a practical, applied treatment of Offensive Security & Pen Testing for Electronics & Communication Engineering learners -- industry case studies and production workflows taught by practitioners, live cohort. You practise Offensive Security & Pen Testing, Networking & Network Security, industry case studies, production workflows, tooling using linux, wireshark, python, burp suite. Typical next roles: Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; industry case studies; production workflows; tooling,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Foundations,28,4.8,2012,Cybersecurity Engineer,cybersecurity; technology
C010728,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Applied — Project Track,Intermediate,Coursera,Project-Based,"This course is a practical, applied treatment of Offensive Security & Pen Testing for Electronics & Communication Engineering learners -- one large end-to-end project delivered in stages, code review, a shippable portfolio outcome. You practise Offensive Security & Pen Testing, Networking & Network Security, portfolio project, real-world scenario using linux, wireshark, python, burp suite. Typical next roles: Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; portfolio project; real-world scenario,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Foundations,27,4.1,777,Cybersecurity Engineer,cybersecurity; technology
C010729,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Applied — Industry Practicum,Intermediate,Udacity,Instructor-led Live,"This course is a practical, applied treatment of Offensive Security & Pen Testing for Electronics & Communication Engineering learners -- industry case studies and production workflows taught by practitioners, live cohort. You practise Offensive Security & Pen Testing, Networking & Network Security, industry case studies, production workflows, tooling using linux, wireshark, python, burp suite. Typical next roles: Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; industry case studies; production workflows; tooling,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Foundations,22,4.3,578,Cybersecurity Engineer,cybersecurity; technology
C010730,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Applied — Crash Course,Intermediate,Udemy,Video Course,"Learn Offensive Security & Pen Testing the applied way -- a condensed, fast-paced overview of only the essentials, doable in a weekend. Skills built: Offensive Security & Pen Testing, Networking & Network Security, essentials only, weekend intensive. Toolchain: linux, wireshark, python, burp suite. Relevant careers: Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; essentials only; weekend intensive,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Foundations,9,3.9,2744,Cybersecurity Engineer,cybersecurity; technology
C010731,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Applied,Intermediate,LinkedIn Learning,Video Course,"Offensive Security & Pen Testing taught as structured lectures with graded assignments and readings. Aimed at Electronics & Communication Engineering students and career changers. Core skills: Offensive Security & Pen Testing, Networking & Network Security. Tools: linux, wireshark, python, burp suite. Prepares you for work as Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Foundations,27,4.0,811,Cybersecurity Engineer,cybersecurity; technology
C010732,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Applied — Industry Practicum,Intermediate,Udemy,Instructor-led Live,"A Electronics & Communication Engineering-focused path through Offensive Security & Pen Testing. Industry case studies and production workflows taught by practitioners, live cohort. Covers Offensive Security & Pen Testing, Networking & Network Security, industry case studies, production workflows, tooling; hands-on with linux, wireshark, python, burp suite. Graduates move into roles like Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; industry case studies; production workflows; tooling,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Foundations,29,4.6,1803,Cybersecurity Engineer,cybersecurity; technology
C010733,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Applied — Deep Theory,Intermediate,NPTEL,Self-paced Reading,"This course is a practical, applied treatment of Offensive Security & Pen Testing for Electronics & Communication Engineering learners -- a rigorous first-principles course with proofs, derivations and links to current research. You practise Offensive Security & Pen Testing, Networking & Network Security, first principles, derivations, research context using linux, wireshark, python, burp suite. Typical next roles: Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; first principles; derivations; research context,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Foundations,22,4.0,2564,Cybersecurity Engineer,cybersecurity; technology
C010734,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Applied — Crash Course,Intermediate,Coursera,Video Course,"This course is a practical, applied treatment of Offensive Security & Pen Testing for Electronics & Communication Engineering learners -- a condensed, fast-paced overview of only the essentials, doable in a weekend. You practise Offensive Security & Pen Testing, Networking & Network Security, essentials only, weekend intensive using linux, wireshark, python, burp suite. Typical next roles: Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; essentials only; weekend intensive,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Foundations,14,3.6,766,Cybersecurity Engineer,cybersecurity; technology
C010735,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Applied,Intermediate,NPTEL,Video Course,"A Electronics & Communication Engineering-focused path through Offensive Security & Pen Testing. Structured lectures with graded assignments and readings. Covers Offensive Security & Pen Testing, Networking & Network Security; hands-on with linux, wireshark, python, burp suite. Graduates move into roles like Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Foundations,23,4.9,582,Cybersecurity Engineer,cybersecurity; technology
C010736,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Applied — Interview & Exam Prep,Intermediate,DataCamp,Interactive Lab,"Learn Offensive Security & Pen Testing the applied way -- problem sets, mock interviews and certification objectives with timed practice tests. Skills built: Offensive Security & Pen Testing, Networking & Network Security, interview preparation, certification objectives, timed practice. Toolchain: linux, wireshark, python, burp suite. Relevant careers: Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; interview preparation; certification objectives; timed practice,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Foundations,17,4.4,2893,Cybersecurity Engineer,cybersecurity; technology
C010737,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Applied — Industry Practicum,Intermediate,Coursera,Instructor-led Live,"This course is a practical, applied treatment of Offensive Security & Pen Testing for Electronics & Communication Engineering learners -- industry case studies and production workflows taught by practitioners, live cohort. You practise Offensive Security & Pen Testing, Networking & Network Security, industry case studies, production workflows, tooling using linux, wireshark, python, burp suite. Typical next roles: Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; industry case studies; production workflows; tooling,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Foundations,25,4.1,2921,Cybersecurity Engineer,cybersecurity; technology
C010738,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Applied — Industry Practicum,Intermediate,Great Learning,Instructor-led Live,"A Electronics & Communication Engineering-focused path through Offensive Security & Pen Testing. Industry case studies and production workflows taught by practitioners, live cohort. Covers Offensive Security & Pen Testing, Networking & Network Security, industry case studies, production workflows, tooling; hands-on with linux, wireshark, python, burp suite. Graduates move into roles like Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; industry case studies; production workflows; tooling,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Foundations,33,3.8,310,Cybersecurity Engineer,cybersecurity; technology
C010739,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Advanced,Advanced,Pluralsight,Video Course,"Learn Offensive Security & Pen Testing the applied way -- structured lectures with graded assignments and readings. Skills built: Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing optimisation, performance tuning. Toolchain: linux, wireshark, python, burp suite. Relevant careers: Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing optimisation; performance tuning,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Applied,29,4.5,1173,Cybersecurity Engineer,cybersecurity; technology
C010740,Electronics & Communication Engineering,Offensive Security & Pen Testing,Offensive Security & Pen Testing: Advanced — Industry Practicum,Advanced,Great Learning,Instructor-led Live,"Offensive Security & Pen Testing taught as industry case studies and production workflows taught by practitioners, live cohort. Aimed at Electronics & Communication Engineering students and career changers. Core skills: Offensive Security & Pen Testing, Networking & Network Security, Offensive Security & Pen Testing optimisation, performance tuning, industry case studies. Tools: linux, wireshark, python, burp suite. Prepares you for work as Cybersecurity Engineer.",Offensive Security & Pen Testing; Networking & Network Security; Offensive Security & Pen Testing optimisation; performance tuning; industry case studies; production workflows; tooling,linux; wireshark; python; burp suite; nmap; metasploit,Offensive Security & Pen Testing: Applied,35,4.5,3125,Cybersecurity Engineer,cybersecurity; technology
